Reference,DOI,Group,Phylum,Order,Family,Species,Light,Water,Series,Day,Mean,SEM,N,Response,Method,Unit,Source
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Inula racemosa,Yes,No,6,0.020833333,58.67881549,1.822323462,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Inula racemosa,Yes,No,6,0.022916667,57.9498861,2.551252847,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Inula racemosa,Yes,No,6,0.025,54.48747153,3.462414579,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0,100,5.102505695,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.002083333,104.9658314,10.93394077,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.004166667,107.5170843,9.476082005,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.011111111,116.6287016,2.91571754,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.013194444,114.0774487,3.280182232,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.015277778,114.0774487,2.91571754,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.017361111,111.5261959,1.822323462,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.019444444,114.8063781,1.822323462,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.021527778,114.8063781,4.009111617,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.023611111,112.61959,5.102505695,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.025694444,106.7881549,1.822323462,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Polygonaceae,Koenigia weyrichii,Yes,No,7,0.027777778,103.8724374,1.45785877,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0,100,15.30751708,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.002083333,104.9658314,10.93394077,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.004166667,107.5170843,9.476082005,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.009027778,105.3302961,4.738041002,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.011111111,100.2277904,7.28929385,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.013194444,94.76082005,9.111617312,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.015277778,90.02277904,9.111617312,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.017361111,84.55580866,10.20501139,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.019444444,78.72437358,10.93394077,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.021527778,73.62186788,10.56947608,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.023611111,67.7904328,10.20501139,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus tuberosus,Yes,No,8,0.025694444,63.59908884,9.658314351,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0,100,15.30751708,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.002083333,100.4100228,14.03189066,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.004166667,103.143508,12.39179954,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.006944444,129.3849658,4.009111617,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.009027778,134.8519362,3.644646925,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.011111111,132.3006834,3.644646925,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.013888889,130.4783599,3.280182232,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.015972222,129.7494305,4.009111617,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.018055556,121.3667426,5.466970387,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.020138889,109.7038724,7.653758542,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.022222222,96.21867882,9.840546697,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Helianthus annuus,Yes,No,9,0.024305556,89.65831435,7.28929385,3,Photosynthesis,Gas exchange,% of initial,Figure 1c
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0,100,17.19008264,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.002083333,101.4403778,15.67886659,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.004166667,101.6292798,15.48996458,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.008333333,91.05076741,20.02361275,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.010416667,92.93978749,19.64580874,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.0125,91.61747344,19.45690673,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.015277778,91.05076741,18.89020071,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.016666667,91.99527745,18.7012987,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.019444444,93.12868949,17.56788666,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.021527778,93.69539551,17.00118064,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.023611111,93.12868949,15.30106257,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Asterales,Asteraceae,Smallanthus connatus,Yes,No,10,0.025694444,91.42857143,15.48996458,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0,100,3.589138135,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.002083333,105.785124,6.044864227,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.004166667,108.8075561,8.689492326,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.009027778,120.8972845,7.74498229,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.011111111,114.0968123,5.667060213,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.013194444,98.98465171,3.778040142,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.015277778,81.98347107,3.022432113,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.017361111,72.16056671,3.022432113,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.019444444,67.81582054,3.589138135,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.021527778,58.37072019,2.833530106,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.024305556,55.9149941,2.644628099,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Solanales,Solanaceae,Solanum tuberosum,Yes,No,11,0.026388889,50.24793388,3.400236128,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0,100,16.0566706,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.002083333,97.85123967,17.37898465,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.004166667,101.6292798,19.64580874,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.007638889,111.8299882,10.95631641,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.009722222,132.609209,7.556080283,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.011805556,133.175915,8.500590319,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.013888889,122.7863046,8.122786305,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.015972222,114.2857143,5.85596222,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.018055556,93.69539551,14.35655254,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.020138889,103.3293979,11.14521842,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.022222222,100.8736718,15.8677686,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Gomphrena serrata,Yes,No,12,0.024305556,101.6292798,15.48996458,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0,100,5.100354191,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.002083333,101.2514758,5.667060213,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.004166667,102.3848878,6.422668241,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.008333333,91.05076741,3.778040142,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.010416667,93.3175915,6.044864227,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.0125,91.80637544,3.022432113,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.015277778,91.05076741,3.022432113,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.016666667,91.99527745,4.344746163,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.019444444,93.3175915,3.400236128,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.021527778,93.69539551,3.778040142,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.023611111,93.12868949,4.722550177,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Amaranthus cruentus,Yes,No,13,0.025694444,91.42857143,5.100354191,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0,100,14.16765053,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.002083333,105.0295159,13.97874852,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.004166667,108.4297521,13.97874852,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.007638889,115.9858323,11.33412043,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.009722222,122.0306966,17.37898465,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.011805556,114.8524203,15.8677686,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.013888889,107.29634,13.2231405,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.015972222,101.4403778,9.634002361,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.018055556,93.69539551,11.33412043,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.020138889,87.27272727,10.95631641,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.022222222,81.98347107,10.95631641,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Voronin & Fedoseeva 2012,10.1134/s1021443712020173,Terrestrial,Streptophyta,Caryophyllales,Amaranthaceae,Celosia argentea,Yes,No,14,0.024305556,75.56080283,11.33412043,3,Photosynthesis,Gas exchange,% of initial,Figure 1d
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,1,0,3.696528555,0.103023516,6,Chlorophyll,Chlorophyll a + b,mg g–1 fresh mass,Figure 1c
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,1,1,3.629339306,0.0806271,6,Chlorophyll,Chlorophyll a + b,mg g–1 fresh mass,Figure 1c
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,1,2,3.073908175,0.161254199,6,Chlorophyll,Chlorophyll a + b,mg g–1 fresh mass,Figure 1c
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,1,3,2.330347144,0.322508399,6,Chlorophyll,Chlorophyll a + b,mg g–1 fresh mass,Figure 1c
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,2,0,21.17056856,1.43812709,6,Photosynthesis,Gas exchange,µmol O2 m–2 s–1,Figure 1d
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,2,2,15.18394649,1.471571906,6,Photosynthesis,Gas exchange,µmol O2 m–2 s–1,Figure 1d
Zhang et al. 2012,10.1371/journal.pone.0042936,Terrestrial,Streptophyta,Poales,Poaceae,Zea mays,Yes,Yes,2,3,6.923076923,0.635451505,6,Photosynthesis,Gas exchange,µmol O2 m–2 s–1,Figure 1d
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,0,0.845432977,0.003424379,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,1,0.845432977,0.003424379,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,2,0.83831554,0.002739503,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,3,0.815776987,0.002054627,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,4,0.816370107,0.002397065,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,5,0.80747331,0.002054627,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,6,0.782562278,0.013697515,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
Wang et al. 2012,10.1111/j.1600-079x.2011.00966.x,Terrestrial,Streptophyta,Rosales,Rosaceae,Malus domestica,No,Yes,1,7,0.783155397,0.005479006,3,Photosynthesis,Chlorophyll fluorescence,Fv/Fm,Figure 2a
